"gender" "math" "math interest" "math evaluation" "math input" "math hours" "science" "science interest" "science evaluation" "science input" "science hours" "parental education" "educational resources"
"girl" 716.22674 8.60159 8.20673 10.15325 ">= 3hours" 553.61796 7.98897 8.84836 9.11017 "45min - 3hours" "university above" 12.51743
"girl" 625.3806 8.93041 8.55351 9.6346 ">= 3hours" 541.50876 7.28866 8.23142 7.91938 "45min - 3hours" "high school" 10.25396
"girl" 679.89001 13.46507 11.9425 12.42205 "45min - 3hours" 571.17477 12.9437 10.59285 10.57281 "45min - 3hours" "college" 12.51743
"girl" 519.77222 9.60333 6.33324 10.15325 "45min - 3hours" 417.10907 7.64598 8.23142 9.11017 "45min - 3hours" "high school" 9.60097
"girl" 649.93884 9.965 7.88323 9.6346 "45min - 3hours" 537.26803 6.89527 6.91883 7.10299 "45min - 3hours" "elementary school" 6.33067
"girl" 669.16795 8.26761 7.2741 9.6346 ">= 3hours" 604.41014 7.64598 7.91985 7.52384 "<= 45min" "university above" 12.51743
"girl" 774.08514 13.46507 8.92971 14.34298 "45min - 3hours" 638.54558 10.82037 7.91985 13.83345 "45min - 3hours" "university above" 12.51743
"girl" 773.98805 9.26151 8.92971 10.15325 ">= 3hours" 637.87727 7.64598 9.47921 8.69954 ">= 3hours" "college" 10.92551
"girl" 599.87296 8.26761 9.34439 9.6346 ">= 3hours" 614.94977 9.41832 9.15956 8.69954 "45min - 3hours" "college" 10.25396
"girl" 753.19802 10.80246 7.88323 8.70884 "45min - 3hours" 590.95211 6.89527 4.13635 3.55609 "45min - 3hours" "university above" 11.64917
"girl" 712.26289 12.07123 8.55351 9.6346 "45min - 3hours" 645.65397 9.03893 8.84836 8.69954 "45min - 3hours" "college" 10.92551
"girl" 675.75207 9.26151 7.88323 7.42878 ">= 3hours" 606.55746 8.67804 7.91985 7.91938 "45min - 3hours" "high school" 10.92551
"girl" 735.60468 5.03748 7.88323 9.6346 "45min - 3hours" 662.60936 6.89527 8.54023 9.11017 "<= 45min" "university above" 14.01827
"girl" 737.19521 10.80246 6.97345 9.6346 "45min - 3hours" 645.80237 8.329 7.27088 8.69954 "45min - 3hours" "university above" 12.51743
"girl" 759.75465 13.46507 9.34439 11.44903 "<= 45min" 640.0248 10.27988 9.15956 8.69954 "<= 45min" "university above" 12.51743
"boy" 697.74692 8.60159 6.66537 8.27843 "<= 45min" 621.5137 9.41832 6.91883 7.52384 "<= 45min" "high school" 10.92551
"boy" 716.54876 7.91186 8.20673 8.27843 ">= 3hours" 662.57084 7.98897 7.91985 7.91938 "45min - 3hours" "university above" 11.64917
"boy" 852.83692 13.46507 8.55351 11.44903 "45min - 3hours" 686.96371 10.27988 8.54023 9.11017 "<= 45min" "college" 10.92551
"boy" 684.92997 5.03748 5.49149 6.47491 "<= 45min" 639.27062 12.9437 11.779 12.10159 "<= 45min" "university above" 14.01827
"boy" 691.65934 6.36452 6.97345 8.27843 ">= 3hours" 653.12211 7.28866 7.60129 7.10299 ">= 3hours" "university above" 10.92551
"boy" 644.82736 7.03246 7.88323 5.01998 "<= 45min" 608.65862 7.64598 9.15956 6.62923 "<= 45min" "university above" 10.92551
"boy" 624.40516 7.91186 5.49149 6.47491 "<= 45min" 498.49329 6.42609 4.13635 6.05062 "<= 45min" "university above" 10.92551
"boy" 772.79641 9.60333 9.34439 9.6346 "45min - 3hours" 673.60246 9.41832 9.81631 8.30491 "45min - 3hours" "university above" 12.51743
"boy" 704.73764 9.965 8.92971 9.6346 "<= 45min" 633.06414 8.67804 8.84836 9.54897 "45min - 3hours" "university above" 11.64917
"boy" 867.0787 11.33851 9.81093 10.15325 "45min - 3hours" 775.2644 12.9437 11.779 11.22017 "45min - 3hours" "university above" 12.51743
"boy" 624.12382 6.36452 7.2741 7.42878 ">= 3hours" 553.90765 7.64598 7.60129 7.91938 ">= 3hours" "university above" 11.64917
"boy" 613.72433 8.60159 9.81093 8.70884 "45min - 3hours" 655.49376 10.82037 13.10323 12.10159 "<= 45min" "college" 12.51743
"boy" 722.96338 10.80246 10.35139 11.44903 "45min - 3hours" 638.16456 9.03893 9.15956 9.54897 "45min - 3hours" "university above" 11.64917
"boy" 624.9559 13.46507 8.20673 9.15641 "45min - 3hours" 492.0628 6.89527 7.27088 7.52384 "45min - 3hours" "high school" 10.25396
"boy" 757.6668 13.46507 9.34439 12.42205 "45min - 3hours" 598.47273 12.9437 9.81631 13.83345 "45min - 3hours" "college" 12.51743
"girl" 722.21678 8.93041 7.88323 8.70884 "45min - 3hours" 641.21215 9.41832 8.54023 9.54897 "<= 45min" "high school" 10.25396
"girl" 514.78175 5.03748 6.66537 7.85736 "45min - 3hours" 489.78051 7.64598 7.27088 7.52384 "45min - 3hours" "junior high school" 8.91919
"girl" 649.27145 8.93041 8.20673 9.15641 ">= 3hours" 593.02261 8.67804 8.54023 7.52384 "45min - 3hours" "university above" 10.25396
"girl" 727.50713 5.03748 6.97345 6.97717 ">= 3hours" 730.56151 10.27988 9.81631 9.54897 ">= 3hours" "university above" 12.51743
"girl" 624.17454 12.07123 7.57539 10.15325 "<= 45min" 586.38012 10.82037 7.91985 10.57281 "45min - 3hours" "high school" 9.60097
"girl" 708.16964 5.03748 5.96004 6.97717 "45min - 3hours" 608.22512 7.98897 4.13635 9.11017 "45min - 3hours" "college" 11.64917
"girl" 628.29081 8.60159 8.20673 9.15641 ">= 3hours" 585.5393 9.41832 8.54023 8.30491 "45min - 3hours" "university above" 10.92551
"girl" 600.26592 8.26761 7.88323 8.27843 ">= 3hours" 535.39623 7.64598 8.84836 8.30491 "45min - 3hours" "university above" 12.51743
"girl" 595.37099 6.36452 4.82293 6.47491 "45min - 3hours" 592.23537 9.03893 7.91985 9.11017 "<= 45min" "high school" 10.92551
"girl" 680.10431 9.26151 8.92971 8.27843 ">= 3hours" 649.30179 11.54992 13.10323 11.22017 "45min - 3hours" "college" 11.64917
"girl" 636.63797 7.91186 8.55351 8.27843 ">= 3hours" 571.04962 8.67804 8.23142 8.30491 "<= 45min" "university above" 10.92551
"girl" 668.15307 8.26761 7.57539 8.27843 ">= 3hours" 573.59126 7.64598 8.23142 9.54897 "45min - 3hours" "university above" 10.92551
"girl" 727.63261 9.60333 9.34439 10.74331 ">= 3hours" 633.76551 9.03893 8.84836 7.91938 "45min - 3hours" "university above" 11.64917
"girl" 770.55995 9.965 8.92971 3.26515 ">= 3hours" 711.55832 9.03893 10.17921 5.23495 ">= 3hours" "university above" 14.01827
"girl" 673.86243 12.07123 8.20673 8.70884 "45min - 3hours" 616.82965 10.27988 9.15956 10.57281 "<= 45min" "university above" 14.01827
"girl" 569.28021 8.26761 7.2741 7.42878 "45min - 3hours" 580.34068 9.82743 8.23142 8.69954 "<= 45min" "college" 11.64917
"girl" 848.78289 13.46507 9.34439 10.74331 ">= 3hours" 788.42969 12.9437 13.10323 10.57281 "45min - 3hours" "university above" 12.51743
"boy" 756.09437 9.965 8.92971 8.70884 ">= 3hours" 665.67605 12.9437 10.17921 9.54897 "45min - 3hours" "university above" 11.64917
"boy" 718.42868 9.965 10.35139 8.27843 "45min - 3hours" 648.9403 10.27988 10.59285 9.54897 "<= 45min" "university above" 11.64917
"boy" 724.46955 13.46507 13.70742 10.74331 ">= 3hours" 652.05566 12.9437 13.10323 10.57281 "45min - 3hours" "college" 11.64917
"boy" 653.60302 8.93041 11.9425 8.27843 "<= 45min" 558.49252 8.329 9.47921 8.69954 "<= 45min" "university above" 12.51743
"boy" 659.06523 11.33851 11.9425 9.6346 "45min - 3hours" 609.75268 9.41832 11.09147 9.11017 "45min - 3hours" "high school" 10.25396
"boy" 580.93938 10.80246 10.35139 9.15641 ">= 3hours" 569.89795 9.82743 9.47921 8.69954 ">= 3hours" "high school" 9.60097
"boy" 651.4164 8.93041 11.9425 9.15641 ">= 3hours" 606.09461 12.9437 13.10323 11.22017 "45min - 3hours" "university above" 12.51743
"boy" 720.21217 8.26761 6.33324 8.70884 ">= 3hours" 583.14147 6.42609 6.05617 6.62923 "45min - 3hours" "university above" 11.64917
"boy" 663.53055 9.60333 9.34439 10.15325 ">= 3hours" 592.40733 10.82037 10.17921 8.30491 "45min - 3hours" "junior high school" 10.25396
"boy" 691.90638 10.80246 7.2741 11.44903 "45min - 3hours" 597.94867 9.41832 8.23142 9.11017 "45min - 3hours" "college" 11.64917
"boy" 755.60632 7.91186 7.88323 9.6346 "45min - 3hours" 686.15563 9.82743 9.81631 8.69954 "45min - 3hours" "university above" 14.01827
"boy" 723.52506 10.80246 8.20673 12.42205 "45min - 3hours" 704.00857 12.9437 10.17921 12.10159 "<= 45min" "university above" 12.51743
"boy" 782.01543 9.965 7.57539 9.15641 "45min - 3hours" 650.02782 9.41832 7.60129 9.11017 "45min - 3hours" "high school" 9.60097
"boy" 680.13828 9.965 6.97345 8.27843 "45min - 3hours" 557.41591 7.64598 6.5266 6.05062 "45min - 3hours" "junior high school" 8.19314
"boy" 767.44672 10.35777 8.20673 10.74331 ">= 3hours" 711.85827 10.82037 8.54023 9.54897 "<= 45min" "university above" 14.01827
"boy" 675.38871 7.91186 7.2741 7.42878 ">= 3hours" 625.77014 9.03893 7.91985 8.69954 "<= 45min" "high school" 9.60097
"girl" 681.73327 9.60333 9.81093 8.70884 ">= 3hours" 665.86929 12.9437 11.09147 11.22017 "45min - 3hours" "university above" 11.64917
"boy" 437.24809 8.26761 8.55351 7.85736 "<= 45min" 400.92226 7.98897 8.54023 7.91938 "<= 45min" "high school" 9.60097
"boy" 572.77021 9.26151 8.55351 7.42878 "45min - 3hours" 540.66631 11.54992 7.91985 9.54897 "<= 45min" "high school" 9.60097
"boy" 461.25169 9.965 7.57539 9.6346 "45min - 3hours" 457.79905 9.41832 7.91985 10.02885 "<= 45min" "high school" 9.60097
"boy" 637.72022 9.60333 8.92971 9.6346 "<= 45min" 587.57729 9.82743 9.81631 7.91938 "<= 45min" "high school" 9.60097
"boy" 689.89496 9.26151 8.20673 7.42878 "<= 45min" 569.63684 7.98897 7.27088 7.10299 "<= 45min" "college" 10.92551
"boy" 656.98631 5.03748 7.2741 6.47491 "45min - 3hours" 669.24749 12.9437 11.779 12.10159 "<= 45min" "university above" 11.64917
"boy" 403.70827 9.04714 8.55351 6.97717 "<= 45min" 440.84454 7.28866 7.91985 7.91938 "<= 45min" "high school" 11.64917
"boy" 655.68596 9.965 10.35139 7.85736 "<= 45min" 666.37284 12.9437 9.47921 9.11017 "<= 45min" "college" 10.25396
"boy" 388.24848 5.03748 3.41233 3.26515 "<= 45min" 366.1686 4.51274 6.05617 3.55609 ">= 3hours" "high school" 10.25396
"boy" 592.89386 9.26151 8.55351 7.42878 "45min - 3hours" 559.08914 7.64598 8.54023 7.52384 "<= 45min" "high school" 8.91919
"boy" 525.08101 5.03748 8.92971 6.47491 "45min - 3hours" 463.59636 4.51274 8.54023 5.6168 ">= 3hours" "high school" 8.91919
"boy" 628.02309 9.60333 11.9425 10.15325 ">= 3hours" 586.02365 12.9437 10.17921 11.22017 "<= 45min" "high school" 10.92551
"boy" 620.45237 8.60159 8.55351 7.85736 "45min - 3hours" 555.36538 7.64598 8.54023 7.52384 "<= 45min" "junior high school" 8.19314
"girl" 724.86318 9.26151 8.55351 8.27843 "45min - 3hours" 629.53973 8.67804 8.23142 7.91938 "<= 45min" "high school" 10.25396
"girl" 665.44376 13.46507 10.35139 9.6346 "45min - 3hours" 549.29267 10.27988 9.47921 8.69954 "<= 45min" "high school" 8.91919
"girl" 636.00969 8.26761 7.2741 7.85736 "<= 45min" 552.26934 8.329 7.91985 7.91938 "<= 45min" "high school" 9.60097
"girl" 623.76515 9.26151 9.81093 6.97717 "45min - 3hours" 539.87209 7.64598 8.54023 5.23495 "<= 45min" "university above" 9.60097
"girl" 468.78185 5.03748 6.33324 5.86845 "<= 45min" 449.30013 7.98897 7.91985 7.52384 "<= 45min" "high school" 9.60097
"girl" 458.37477 7.51389 6.66537 7.42878 "<= 45min" 448.72599 6.89527 5.40984 6.05062 "<= 45min" "high school" 8.91919
"girl" 696.4345 7.91186 5.49149 7.42878 "45min - 3hours" 591.79739 7.98897 6.5266 7.10299 "<= 45min" "junior high school" 8.19314
"girl" 674.18981 10.80246 7.88323 9.15641 "45min - 3hours" 625.80691 9.82743 8.23142 8.69954 "<= 45min" "high school" 8.91919
"girl" 638.7818 8.60159 9.34439 8.27843 "<= 45min" 614.21392 9.03893 9.47921 6.62923 "<= 45min" "university above" 12.51743
"girl" 572.5159 6.36452 8.92971 8.70884 "<= 45min" 569.10907 7.64598 8.23142 7.52384 "<= 45min" "high school" 10.92551
"girl" 643.4003 9.60333 7.57539 8.70884 "<= 45min" 566.55608 5.7899 6.05617 5.23495 "<= 45min" "university above" 11.64917
"girl" 754.95815 10.80246 11.9425 10.15325 "45min - 3hours" 659.31998 10.82037 9.15956 10.02885 "<= 45min" "high school" 10.92551
"girl" 504.29031 5.03748 3.41233 5.86845 "<= 45min" 394.50967 4.51274 4.13635 3.55609 "<= 45min" "high school" 8.19314
"girl" 618.21691 8.60159 5.49149 9.15641 "45min - 3hours" 542.49611 4.51274 4.13635 6.62923 "<= 45min" "high school" 9.60097
"boy" 518.42292 8.60159 7.2741 7.85736 "45min - 3hours" 549.08547 8.67804 7.60129 7.91938 "45min - 3hours" "high school" 8.19314
"boy" 573.84352 11.33851 8.20673 9.15641 "45min - 3hours" 489.46245 7.64598 7.91985 9.11017 "45min - 3hours" "junior high school" 8.91919
"boy" 735.2125 13.46507 8.55351 9.6346 "<= 45min" 639.5027 8.329 6.5266 7.91938 "45min - 3hours" "college" 10.25396
"boy" 637.10245 8.26761 6.33324 7.42878 "<= 45min" 580.13795 8.329 6.5266 8.30491 "<= 45min" "junior high school" 8.19314
"boy" 589.49381 8.93041 7.2741 7.85736 "<= 45min" 515.82489 7.28866 6.05617 6.62923 "45min - 3hours" "high school" 8.91919
"boy" 470.86177 8.93041 10.35139 10.15325 "<= 45min" 464.16996 9.41832 11.779 11.22017 "45min - 3hours" "high school" 9.60097
"boy" 518.03811 9.965 8.92971 9.15641 "45min - 3hours" 527.75427 10.27988 8.54023 9.11017 "<= 45min" "junior high school" 8.91919
"boy" 716.10585 10.80246 8.92971 10.74331 "<= 45min" 675.78567 10.27988 9.47921 8.30491 "<= 45min" "junior high school" 9.60097
"boy" 469.03839 8.93041 10.35139 8.70884 ">= 3hours" 438.8455 9.03893 13.10323 10.57281 ">= 3hours" "university above" 12.51743
"boy" 494.35553 7.03246 7.2741 6.97717 "45min - 3hours" 560.48817 8.67804 7.60129 8.30491 "<= 45min" "high school" 9.60097
"boy" 711.5022 13.46507 9.34439 9.6346 "<= 45min" 659.31321 10.27988 8.84836 9.11017 "<= 45min" "high school" 9.60097
"boy" 452.50441 5.03748 3.41233 6.47491 "<= 45min" 446.52499 6.42609 5.40984 3.55609 "<= 45min" "high school" 10.25396
"boy" 372.06825 8.26761 11.01771 9.6346 "45min - 3hours" 451.18995 12.9437 13.10323 9.11017 "<= 45min" "high school" 10.25396
"boy" 616.32124 9.26151 10.35139 9.6346 "<= 45min" 555.51497 9.82743 10.17921 9.54897 "<= 45min" "elementary school" 7.37134
"boy" 569.1801 5.03748 7.2741 6.97717 "<= 45min" 552.58544 4.51274 7.91985 6.62923 "<= 45min" "high school" 8.91919
"girl" 400.63437 6.36452 6.97345 7.85736 "<= 45min" 531.89429 7.64598 8.54023 7.52384 "45min - 3hours" "high school" 9.60097
"girl" 657.72733 9.965 7.57539 9.6346 "<= 45min" 641.65155 7.98897 6.91883 6.05062 "<= 45min" "high school" 8.91919
"girl" 454.26589 5.03748 8.55351 5.86845 "<= 45min" 465.95514 7.98897 7.91985 7.91938 "45min - 3hours" "high school" 10.25396
"girl" 545.06187 5.03748 5.96004 10.74331 ">= 3hours" 447.57694 5.7899 7.60129 6.62923 "45min - 3hours" "college" 10.92551
"girl" 616.03565 10.80246 11.9425 12.42205 "<= 45min" 628.37638 12.9437 11.779 12.10159 "<= 45min" "high school" 9.60097
"girl" 578.24191 9.08223 7.57539 7.85736 "<= 45min" 553.59352 9.03893 8.23142 5.23495 "45min - 3hours" "high school" 10.25396
"girl" 541.50517 7.91186 6.66537 6.97717 "<= 45min" 577.65894 9.03893 7.60129 8.69954 "<= 45min" "junior high school" 8.19314
"girl" 628.07818 13.46507 9.34439 10.15325 "<= 45min" 621.04365 9.41832 9.47921 9.11017 "<= 45min" "college" 10.92551
"girl" 592.11184 7.91186 6.97345 8.27843 "<= 45min" 571.18492 7.64598 8.23142 7.10299 "<= 45min" "high school" 8.91919
"girl" 642.53973 8.93041 7.88323 7.85736 "<= 45min" 601.92262 8.67804 8.23142 8.69954 "<= 45min" "college" 11.64917
"girl" 586.36918 13.46507 13.70742 12.42205 "<= 45min" 497.0349 4.51274 4.13635 7.91938 "<= 45min" "high school" 10.92551
"girl" 520.08016 7.91186 8.55351 8.70884 "<= 45min" 491.49269 6.42609 7.91985 6.62923 "<= 45min" "high school" 9.60097
"girl" 427.82572 8.93041 7.88323 8.27843 "<= 45min" 501.65807 7.98897 7.91985 7.52384 "<= 45min" "high school" 9.60097
"girl" 500.50713 7.91186 7.57539 7.85736 "<= 45min" 431.59711 6.89527 4.13635 5.23495 "<= 45min" "junior high school" 8.19314
"girl" 601.46013 7.03246 9.81093 8.27843 "<= 45min" 580.43692 10.27988 11.09147 9.54897 "<= 45min" "university above" 14.01827
"girl" 645.14837 8.60159 7.88323 7.85736 "<= 45min" 609.79054 9.41832 7.91985 8.69954 "<= 45min" "high school" 9.60097
"boy" 666.59864 9.26151 8.55351 8.27843 "<= 45min" 629.25058 9.41832 8.23142 7.91938 "45min - 3hours" "high school" 10.25396
"boy" 626.34497 10.35777 9.34439 9.15641 "<= 45min" 552.48615 4.51274 5.40984 3.55609 "<= 45min" "junior high school" 9.60097
"boy" 757.37439 7.91186 7.88323 6.97717 "<= 45min" 636.83242 10.82037 8.23142 12.10159 "<= 45min" "high school" 10.92551
"boy" 516.77106 9.26151 6.97345 8.27843 "45min - 3hours" 568.13219 10.27988 8.23142 8.69954 "45min - 3hours" "high school" 10.25396
"boy" 587.40238 8.26761 7.88323 8.70884 "45min - 3hours" 519.31635 6.89527 6.91883 8.30491 "45min - 3hours" "high school" 8.91919
"boy" 608.00034 9.26151 6.66537 7.42878 "<= 45min" 528.1486 7.64598 7.60129 6.62923 "<= 45min" "high school" 10.25396
"boy" 652.37094 9.60333 8.92971 9.15641 "<= 45min" 641.0367 9.03893 8.54023 8.30491 "45min - 3hours" "college" 12.51743
"boy" 694.9633 7.03246 8.55351 8.27843 "45min - 3hours" 630.79287 6.89527 8.23142 7.52384 ">= 3hours" "high school" 10.25396
"boy" 454.3889 7.51389 8.55351 8.27843 "<= 45min" 521.7108 9.41832 8.84836 7.91938 "45min - 3hours" "junior high school" 8.91919
"boy" 511.83858 13.46507 9.34439 8.70884 "<= 45min" 487.92998 7.28866 8.23142 7.52384 "45min - 3hours" "high school" 9.60097
"boy" 630.939 10.35777 7.88323 8.70884 "<= 45min" 605.8059 7.64598 8.23142 8.30491 "<= 45min" "junior high school" 8.19314
"boy" 698.84693 7.91186 8.20673 10.74331 "<= 45min" 651.98659 10.82037 9.47921 13.83345 "<= 45min" "high school" 9.60097
"girl" 595.6768 8.93041 8.55351 7.85736 "<= 45min" 638.43483 8.67804 8.23142 8.30491 "45min - 3hours" "high school" 8.91919
"girl" 649.80833 11.33851 8.20673 10.15325 "<= 45min" 557.85782 8.329 8.54023 10.02885 "<= 45min" "high school" 8.91919
"girl" 583.64758 8.26761 5.96004 6.97717 "<= 45min" 485.08272 8.329 8.23142 7.91938 "<= 45min" "high school" 8.91919
"girl" 431.18878 10.80246 7.57539 8.0381 "<= 45min" 473.13871 4.51274 6.5266 6.62923 "45min - 3hours" "college" 11.64917
"girl" 507.39673 5.03748 6.33324 6.97717 "<= 45min" 489.37669 6.42609 4.13635 7.10299 "45min - 3hours" "high school" 10.25396
"girl" 632.19064 8.93041 5.49149 7.85736 "<= 45min" 614.42265 8.329 6.5266 8.69954 "<= 45min" "college" 10.25396
"girl" 627.65057 7.03246 6.66537 7.42878 "<= 45min" 534.47805 7.64598 7.60129 8.30491 "45min - 3hours" "high school" 10.25396
"girl" 441.59508 8.26761 6.97345 7.42878 "<= 45min" 393.77622 7.28866 7.60129 7.52384 "<= 45min" "junior high school" 8.19314
"girl" 485.50031 6.36452 5.49149 7.42878 "<= 45min" 511.73397 6.89527 7.27088 7.52384 "<= 45min" "junior high school" 7.37134
"girl" 512.58999 8.93041 5.49149 7.42878 "<= 45min" 488.62513 8.67804 4.13635 7.10299 "<= 45min" "junior high school" 7.37134
"girl" 573.19379 5.03748 8.55351 7.85736 "<= 45min" 474.99426 7.98897 4.13635 5.23495 "<= 45min" "high school" 9.60097
"girl" 516.84145 5.03748 6.66537 7.85736 "<= 45min" 490.76066 4.51274 4.13635 8.30491 "<= 45min" "high school" 10.25396
"girl" 637.79653 12.07123 7.88323 10.15325 "<= 45min" 564.52409 9.03893 6.91883 9.11017 "<= 45min" "high school" 8.91919
"girl" 666.59942 11.33851 8.92971 9.15641 "45min - 3hours" 646.59703 7.98897 8.23142 7.52384 ">= 3hours" "high school" 8.19314
"girl" 403.65553 7.51389 8.20673 9.6346 "<= 45min" 325.2293 8.67804 9.47921 13.2467 "45min - 3hours" "university above" 10.25396
"girl" 517.15352 5.03748 5.96004 6.47491 "<= 45min" 559.39323 4.51274 4.13635 6.05062 "<= 45min" "junior high school" 8.91919
"girl" 549.20148 7.03246 7.57539 8.70884 "45min - 3hours" 605.29089 10.27988 11.779 11.22017 "45min - 3hours" "high school" 9.60097
"boy" 640.28137 10.80246 10.35139 11.44903 "45min - 3hours" 526.31127 9.41832 9.47921 10.02885 "<= 45min" "high school" 9.60097
"boy" 616.15711 9.26151 7.57539 9.15641 "45min - 3hours" 583.05832 7.64598 7.60129 7.91938 "<= 45min" "high school" 10.25396
"boy" 695.31604 10.35777 10.35139 8.70884 "45min - 3hours" 675.57694 12.9437 9.47921 9.54897 "45min - 3hours" "high school" 9.60097
"boy" 618.82318 9.60333 10.35139 8.27843 "45min - 3hours" 529.8335 7.98897 8.23142 8.69954 ">= 3hours" "junior high school" 8.91919
"boy" 536.96197 5.03748 4.82293 3.26515 "<= 45min" 497.49688 6.89527 5.40984 3.55609 "<= 45min" "junior high school" 8.19314
"boy" 774.64772 13.46507 11.9425 9.15641 "45min - 3hours" 676.10177 12.9437 13.10323 10.02885 "45min - 3hours" "high school" 10.25396
"boy" 706.26537 9.60333 7.57539 8.27843 "45min - 3hours" 609.7972 9.03893 6.5266 6.05062 "<= 45min" "high school" 8.91919
"boy" 703.32085 13.46507 8.20673 10.74331 "45min - 3hours" 653.99457 12.9437 13.10323 11.22017 "45min - 3hours" "university above" 14.01827
"boy" 611.30899 13.46507 7.88323 14.34298 "<= 45min" 529.81037 12.9437 13.10323 13.83345 "<= 45min" "high school" 10.92551
"boy" 678.72429 11.33851 9.81093 9.15641 ">= 3hours" 635.43339 12.9437 13.10323 12.10159 "45min - 3hours" "high school" 9.60097
"boy" 625.96016 9.965 8.55351 8.70884 ">= 3hours" 562.77831 9.41832 9.15956 10.02885 "45min - 3hours" "high school" 9.60097
"girl" 622.6181 8.60159 9.34439 12.42205 "45min - 3hours" 566.40747 9.41832 11.779 9.54897 "45min - 3hours" "high school" 10.25396
"girl" 693.64797 10.35777 8.92971 10.74331 "45min - 3hours" 586.13603 9.41832 8.54023 8.69954 "45min - 3hours" "elementary school" 6.33067
"girl" 713.40223 9.965 8.20673 9.15641 ">= 3hours" 649.2995 12.9437 8.84836 9.54897 "<= 45min" "high school" 8.91919
"girl" 494.35832 8.60159 8.20673 8.27843 "45min - 3hours" 433.22877 8.67804 8.23142 8.69954 "<= 45min" "university above" 10.25396
"girl" 668.15799 8.26761 7.2741 8.27843 ">= 3hours" 581.84806 7.28866 7.60129 7.52384 "<= 45min" "high school" 9.60097
"girl" 654.52952 12.07123 9.34439 12.42205 "45min - 3hours" 568.51223 7.98897 8.23142 8.69954 "45min - 3hours" "high school" 11.64917
"girl" 416.35661 7.03246 6.66537 5.86845 ">= 3hours" 430.23813 8.329 6.5266 8.69954 "<= 45min" "junior high school" 8.19314
"girl" 646.68694 9.60333 8.20673 11.44903 ">= 3hours" 542.01395 8.67804 7.27088 7.52384 "45min - 3hours" "high school" 9.60097
"girl" 771.87405 13.46507 7.88323 9.6346 "45min - 3hours" 643.53503 10.27988 8.54023 10.57281 "45min - 3hours" "college" 10.25396
"girl" 558.02597 8.60159 7.2741 9.15641 ">= 3hours" 474.82099 9.03893 9.15956 11.22017 "45min - 3hours" "high school" 11.64917
"girl" 616.76818 8.93041 8.55351 7.85736 ">= 3hours" 578.81803 7.98897 8.23142 8.30491 ">= 3hours" "college" 11.64917
"girl" 686.36239 10.35777 8.92971 10.74331 "45min - 3hours" 547.79621 7.64598 8.23142 9.11017 "45min - 3hours" "high school" 11.64917
"girl" 618.51424 8.26761 6.33324 7.42878 ">= 3hours" 606.87257 9.41832 7.27088 7.10299 "45min - 3hours" "university above" 11.64917
"girl" 504.96585 7.03246 5.96004 8.70884 "<= 45min" 471.0764 8.329 7.57437 10.02885 "<= 45min" "high school" 9.60097
"boy" 584.39239 9.26151 8.55351 9.15641 "45min - 3hours" 650.92908 9.41832 8.84836 8.69954 "45min - 3hours" "high school" 10.92551
"boy" 557.055 7.03246 7.88323 6.97717 "<= 45min" 575.5065 9.82743 8.23142 9.11017 "<= 45min" "high school" 10.25396
"boy" 514.94041 6.36452 9.34439 6.97717 "<= 45min" 505.52902 9.82743 9.81631 8.69954 "45min - 3hours" "university above" 11.64917
"boy" 646.46661 13.46507 8.92971 9.15641 "45min - 3hours" 637.28883 10.27988 9.47921 9.54897 "45min - 3hours" "high school" 10.25396
"boy" 686.31356 8.26761 9.34439 7.42878 "45min - 3hours" 599.07743 6.42609 9.81631 7.91938 "<= 45min" "college" 9.60097
"boy" 659.03104 5.03748 6.97345 8.27843 "<= 45min" 631.24231 9.41832 7.27088 9.54897 "<= 45min" "college" 11.64917
"boy" 354.77458 5.03748 7.57539 5.86845 "<= 45min" 366.3039 7.98897 7.60129 8.30491 "<= 45min" "high school" 8.91919
"boy" 687.94789 9.965 7.88323 8.27843 "<= 45min" 653.51568 8.67804 8.23142 8.30491 "<= 45min" "high school" 10.25396
"boy" 558.43804 5.03748 6.66537 6.47491 "<= 45min" 498.00818 8.67804 6.5266 9.11017 "<= 45min" "college" 10.92551
"boy" 509.21553 5.03748 5.49149 5.86845 "<= 45min" 542.87124 6.89527 7.27088 6.62923 "<= 45min" "university above" 12.51743
"boy" 434.69811 5.03748 7.88323 7.85736 "45min - 3hours" 471.55223 8.329 7.60129 7.91938 "<= 45min" "high school" 8.19314
"girl" 482.60999 8.26761 7.57539 7.85736 "<= 45min" 396.02959 4.51274 7.60129 7.91938 "<= 45min" "high school" 8.91919
"girl" 676.17073 7.91186 8.92971 8.70884 "45min - 3hours" 633.04014 7.98897 10.17921 7.52384 "<= 45min" "high school" 9.60097
"girl" 465.97153 8.26761 9.81093 5.86845 ">= 3hours" 442.07368 9.03893 8.84836 7.10299 ">= 3hours" "university above" 9.60097
"girl" 528.4414 6.36452 5.96004 6.97717 "<= 45min" 534.6547 8.329 9.47921 8.69954 "45min - 3hours" "university above" 11.64917
"girl" 596.20016 9.26151 7.88323 7.42878 "<= 45min" 574.52951 10.82037 9.15956 9.11017 "<= 45min" "high school" 8.91919
"girl" 502.65722 7.51389 3.41233 7.42878 "<= 45min" 523.16613 7.28866 4.13635 8.30491 "<= 45min" "high school" 8.91919
"girl" 562.76704 8.26761 7.2741 7.85736 "<= 45min" 545.54414 8.329 8.23142 7.91938 "<= 45min" "high school" 10.25396
